AAA,TasaMA,GRAVEDAD
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.06502698945197205,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.09754048417795806,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.06502698945197205,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.06502698945197205,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2020,0.032513494725986025,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.09743942191139768,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.1299192292151969,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.16239903651899615,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.09743942191139768,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.2273586511265946,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.09743942191139768,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.09743942191139768,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.06495961460759846,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.09743942191139768,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
2021,0.03247980730379923,GRAVE
